IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
152.67.218.81,2082,2082,false,ICN,Asia Pacific,Seoul,82,6.96
152.67.135.28,2053,0,true,LHR,Europe,London,174,6.95
143.47.244.79,8880,8880,false,LHR,Europe,London,159,6.95
129.151.70.152,2082,2082,false,LHR,Europe,London,171,6.95
150.230.124.177,2082,0,false,LHR,Europe,London,178,6.95
140.238.78.165,2096,0,true,LHR,Europe,London,181,6.95
152.67.216.114,2096,0,true,NRT,Asia Pacific,Tokyo,113,6.95
140.238.79.195,80,80,false,LHR,Europe,London,160,6.95
150.230.115.191,80,0,false,LHR,Europe,London,159,6.95
152.67.137.255,2095,2095,false,LHR,Europe,London,174,6.95
129.151.69.222,2095,2095,false,LHR,Europe,London,171,6.95
132.145.19.16,8080,8080,false,LHR,Europe,London,174,6.95
132.145.30.131,443,80,true,LHR,Europe,London,189,6.95
141.147.117.211,8080,8080,false,LHR,Europe,London,182,6.95
143.47.236.216,8880,8880,false,LHR,Europe,London,195,6.95
152.70.89.70,2095,2095,false,NRT,Asia Pacific,Tokyo,116,6.95
143.47.245.79,80,80,false,LHR,Europe,London,183,6.95
129.154.62.85,2095,2095,false,ICN,Asia Pacific,Seoul,77,6.95
140.238.76.234,8443,0,true,LHR,Europe,London,160,6.95
140.238.74.137,2052,2052,false,LHR,Europe,London,174,6.95
140.238.209.157,8443,0,true,MXP,Europe,Milan,217,6.95
152.67.203.194,8443,0,true,NRT,Asia Pacific,Tokyo,121,6.95
89.168.94.231,2096,0,true,FRA,Europe,Frankfurt,359,6.95
132.145.69.84,443,80,true,LHR,Europe,London,176,6.95
129.151.88.100,2083,0,true,LHR,Europe,London,191,6.95
140.238.89.146,2082,2082,false,LHR,Europe,London,160,6.95
143.47.246.113,8880,8880,false,LHR,Europe,London,183,6.95
140.238.95.84,2082,2082,false,LHR,Europe,London,176,6.95
141.147.52.47,8880,8880,false,FRA,Europe,Frankfurt,347,6.95
140.238.69.22,80,80,false,LHR,Europe,London,159,6.95
143.47.235.142,8880,8880,false,LHR,Europe,London,158,6.95
150.230.149.10,2096,0,true,FRA,Europe,Frankfurt,230,6.95
140.238.77.120,8880,0,false,LHR,Europe,London,160,6.95
132.145.19.193,2082,2082,false,LHR,Europe,London,172,6.95
140.238.78.251,80,80,false,LHR,Europe,London,173,6.95
140.238.92.106,2096,0,true,LHR,Europe,London,217,6.95
132.226.131.38,2053,0,true,LHR,Europe,London,167,6.95
150.230.120.2,2082,0,false,LHR,Europe,London,223,6.95
132.145.28.230,2095,2095,false,LHR,Europe,London,173,6.95
129.151.69.226,2096,0,true,LHR,Europe,London,186,6.95
138.2.172.68,8880,0,false,FRA,Europe,Frankfurt,175,6.95
152.70.255.214,2087,0,true,NRT,Asia Pacific,Tokyo,109,6.94
152.67.136.138,8080,8080,false,LHR,Europe,London,196,6.94
140.238.95.84,2053,0,true,LHR,Europe,London,217,6.94
143.47.244.210,8080,8080,false,LHR,Europe,London,159,6.94
132.145.29.219,2082,2082,false,LHR,Europe,London,228,6.94
132.145.29.75,8880,8880,false,LHR,Europe,London,197,6.94
132.145.22.205,80,80,false,LHR,Europe,London,220,6.94
130.162.190.96,80,80,false,LHR,Europe,London,186,6.94
134.65.62.80,2053,0,true,LHR,Europe,London,172,6.94
140.238.72.122,2053,0,true,LHR,Europe,London,176,6.94
140.238.79.19,2086,2086,false,LHR,Europe,London,183,6.94
130.162.163.201,2086,2086,false,LHR,Europe,London,159,6.94
143.47.244.79,443,80,true,LHR,Europe,London,170,6.94
143.47.248.54,8080,8080,false,LHR,Europe,London,232,6.94
158.180.92.61,2082,2082,false,ICN,Asia Pacific,Seoul,82,6.94
143.47.240.12,2095,2095,false,LHR,Europe,London,206,6.94
140.238.223.6,2082,0,false,MXP,Europe,Milan,161,6.94
168.138.46.56,8080,0,false,KIX,Asia Pacific,Osaka,87,6.94
140.238.77.35,80,80,false,LHR,Europe,London,191,6.94
129.151.83.27,8443,0,true,LHR,Europe,London,176,6.94
130.61.102.99,2095,0,false,FRA,Europe,Frankfurt,311,6.94
129.151.72.7,2087,0,true,LHR,Europe,London,171,6.94
130.162.182.104,2083,0,true,LHR,Europe,London,276,6.94
140.238.72.124,2053,0,true,LHR,Europe,London,389,6.94
140.238.69.22,8443,0,true,LHR,Europe,London,236,6.94
130.162.168.219,2082,2082,false,LHR,Europe,London,177,6.94
134.65.57.217,2053,0,true,LHR,Europe,London,171,6.94
152.67.133.91,80,80,false,LHR,Europe,London,158,6.94
140.238.214.59,2087,0,true,MXP,Europe,Milan,182,6.94
152.70.92.32,8880,8880,false,NRT,Asia Pacific,Tokyo,116,6.94
152.70.95.226,2087,0,true,ICN,Asia Pacific,Seoul,77,6.94
141.144.253.120,8080,0,false,FRA,Europe,Frankfurt,237,6.94
138.2.170.108,8080,0,false,FRA,Europe,Frankfurt,195,6.94
141.144.252.37,8080,8080,false,FRA,Europe,Frankfurt,175,6.94
129.154.211.138,2082,2082,false,NRT,Asia Pacific,Tokyo,108,6.94
152.70.88.229,80,80,false,NRT,Asia Pacific,Tokyo,111,6.94
141.147.91.219,80,0,false,LHR,Europe,London,159,6.94
129.151.65.194,2082,2082,false,LHR,Europe,London,172,6.94
140.238.99.37,80,80,false,LHR,Europe,London,201,6.94
140.238.75.176,2086,2086,false,LHR,Europe,London,176,6.94
144.24.92.84,443,80,true,ICN,Asia Pacific,Seoul,88,6.94
140.238.223.6,2086,2086,false,FRA,Europe,Frankfurt,168,6.94
143.47.255.71,8443,0,true,LHR,Europe,London,175,6.93
130.61.150.156,2087,0,true,FRA,Europe,Frankfurt,354,6.93
140.238.85.244,2095,2095,false,LHR,Europe,London,182,6.93
140.238.97.203,2095,2095,false,LHR,Europe,London,174,6.93
130.61.103.121,2086,2086,false,FRA,Europe,Frankfurt,193,6.93
193.122.113.232,2096,0,true,NRT,Asia Pacific,Tokyo,115,6.93
134.65.60.246,2096,0,true,LHR,Europe,London,173,6.93
141.147.116.25,8080,8080,false,LHR,Europe,London,159,6.93
140.238.208.41,2083,0,true,MXP,Europe,Milan,201,6.93
140.238.86.246,8880,8880,false,LHR,Europe,London,182,6.93
140.238.87.156,2083,0,true,LHR,Europe,London,176,6.93
140.238.72.242,80,80,false,LHR,Europe,London,183,6.93
140.238.70.251,8080,8080,false,LHR,Europe,London,160,6.93
143.47.240.238,2095,2095,false,LHR,Europe,London,175,6.93
143.47.228.178,8080,8080,false,LHR,Europe,London,184,6.93
140.238.99.140,8080,8080,false,LHR,Europe,London,159,6.93
158.180.60.23,2052,0,false,FRA,Europe,Frankfurt,348,6.93
158.180.45.89,2096,0,true,FRA,Europe,Frankfurt,159,6.93
129.151.65.206,8080,8080,false,LHR,Europe,London,172,6.93
134.65.56.121,8443,0,true,LHR,Europe,London,172,6.93
130.162.164.177,2052,2052,false,LHR,Europe,London,161,6.93
152.67.146.216,2096,0,true,LHR,Europe,London,208,6.93
129.151.75.64,2083,0,true,LHR,Europe,London,172,6.93
129.151.71.169,2083,0,true,LHR,Europe,London,192,6.93
140.238.98.219,2087,0,true,LHR,Europe,London,185,6.93
138.2.178.68,8080,0,false,FRA,Europe,Frankfurt,180,6.93
130.162.170.2,2086,2086,false,LHR,Europe,London,192,6.93
130.61.102.54,80,0,false,FRA,Europe,Frankfurt,158,6.93
143.47.232.201,2053,0,true,LHR,Europe,London,183,6.93
140.238.78.117,8880,8880,false,LHR,Europe,London,175,6.93
141.147.102.241,8080,8080,false,LHR,Europe,London,196,6.93
129.151.69.188,2095,2095,false,LHR,Europe,London,171,6.92
144.24.68.164,2082,2082,false,NRT,Asia Pacific,Tokyo,118,6.92
64.110.99.235,2083,0,true,KIX,Asia Pacific,Osaka,122,6.92
140.238.92.234,80,80,false,LHR,Europe,London,159,6.92
132.226.134.7,2095,2095,false,LHR,Europe,London,158,6.92
140.238.90.232,2082,2082,false,LHR,Europe,London,161,6.92
141.147.118.0,2052,2052,false,LHR,Europe,London,171,6.92
138.2.182.58,80,0,false,FRA,Europe,Frankfurt,218,6.92
132.145.25.117,80,0,false,LHR,Europe,London,178,6.92
140.238.75.0,80,80,false,LHR,Europe,London,161,6.92
140.238.74.3,2086,2086,false,LHR,Europe,London,174,6.92
130.162.167.168,2052,2052,false,LHR,Europe,London,183,6.92
130.61.105.94,2052,2052,false,FRA,Europe,Frankfurt,178,6.92
129.151.83.27,8080,8080,false,LHR,Europe,London,171,6.92
140.238.72.44,80,80,false,LHR,Europe,London,182,6.92
140.238.78.230,80,0,false,LHR,Europe,London,176,6.92
132.145.23.166,443,80,true,LHR,Europe,London,189,6.92
140.238.79.179,2086,2086,false,LHR,Europe,London,159,6.92
140.238.67.196,2087,0,true,LHR,Europe,London,426,6.92
140.238.69.38,2082,2082,false,LHR,Europe,London,180,6.92
141.147.50.83,2052,2052,false,FRA,Europe,Frankfurt,382,6.92
130.162.181.110,8880,8880,false,LHR,Europe,London,213,6.92
140.238.96.11,2096,0,true,LHR,Europe,London,160,6.92
140.238.77.98,80,0,false,LHR,Europe,London,161,6.92
129.151.85.250,2083,0,true,LHR,Europe,London,172,6.92
64.110.110.127,2083,0,true,KIX,Asia Pacific,Osaka,90,6.92
64.110.110.65,2082,0,false,KIX,Asia Pacific,Osaka,91,6.92
140.238.73.140,2052,2052,false,LHR,Europe,London,174,6.92
143.47.236.111,8080,8080,false,LHR,Europe,London,160,6.92
152.67.197.198,2096,0,true,NRT,Asia Pacific,Tokyo,118,6.92
140.238.72.166,2052,2052,false,LHR,Europe,London,181,6.92
140.238.92.234,2095,2095,false,LHR,Europe,London,174,6.92
132.145.30.4,2082,2082,false,LHR,Europe,London,161,6.92
138.2.34.192,2086,0,false,KIX,Asia Pacific,Osaka,79,6.92
140.238.208.41,2052,0,false,MXP,Europe,Milan,151,6.92
141.147.152.67,2052,0,false,KIX,Asia Pacific,Osaka,93,6.92
140.238.98.180,2096,0,true,LHR,Europe,London,159,6.92
132.226.132.97,8443,0,true,LHR,Europe,London,185,6.92
132.145.27.155,2052,2052,false,LHR,Europe,London,177,6.92
193.122.103.13,2053,0,true,NRT,Asia Pacific,Tokyo,136,6.92
140.238.73.135,2053,0,true,LHR,Europe,London,233,6.92
140.238.99.247,2083,0,true,LHR,Europe,London,166,6.92
158.180.73.17,443,80,true,NRT,Asia Pacific,Tokyo,147,6.91
134.65.62.80,2096,0,true,LHR,Europe,London,173,6.91
132.145.21.107,8880,8880,false,LHR,Europe,London,197,6.91
140.238.93.161,2082,2082,false,LHR,Europe,London,175,6.91
140.238.76.91,2087,0,true,LHR,Europe,London,198,6.91
140.238.89.146,2052,0,false,LHR,Europe,London,175,6.91
143.47.237.9,2082,2082,false,LHR,Europe,London,181,6.91
129.151.86.27,2087,0,true,LHR,Europe,London,218,6.91
132.145.24.90,2082,2082,false,LHR,Europe,London,176,6.91
152.67.150.0,2082,2082,false,LHR,Europe,London,162,6.91
144.24.73.197,2087,0,true,NRT,Asia Pacific,Tokyo,216,6.91
143.47.247.203,2086,2086,false,LHR,Europe,London,184,6.91
143.47.251.77,80,80,false,LHR,Europe,London,160,6.91
129.151.69.185,2096,0,true,LHR,Europe,London,172,6.91
140.238.214.119,2096,0,true,MXP,Europe,Milan,184,6.91
168.138.44.243,80,0,false,KIX,Asia Pacific,Osaka,77,6.91
129.151.87.216,2096,0,true,LHR,Europe,London,172,6.91
130.162.187.103,2052,2052,false,LHR,Europe,London,175,6.91
130.162.173.141,443,80,true,LHR,Europe,London,217,6.91
140.238.99.7,80,80,false,LHR,Europe,London,174,6.91
138.2.166.130,2082,2082,false,FRA,Europe,Frankfurt,151,6.91
207.127.94.151,2095,2095,false,ARN,Europe,Stockholm,186,6.91
140.238.98.146,2096,0,true,LHR,Europe,London,164,6.91
150.230.122.179,8080,8080,false,LHR,Europe,London,188,6.91
150.230.125.113,2052,0,false,LHR,Europe,London,160,6.91
152.67.211.7,443,80,true,ICN,Asia Pacific,Seoul,97,6.91
140.238.10.15,2086,2086,false,NRT,Asia Pacific,Tokyo,111,6.91
140.238.73.187,8080,8080,false,LHR,Europe,London,181,6.91
130.61.106.248,2052,2052,false,FRA,Europe,Frankfurt,176,6.91
140.238.77.64,2096,0,true,LHR,Europe,London,182,6.91
168.138.32.79,8443,0,true,KIX,Asia Pacific,Osaka,89,6.91
140.238.79.123,2052,2052,false,LHR,Europe,London,160,6.91
141.147.66.203,2052,2052,false,LHR,Europe,London,160,6.91
140.238.83.97,80,80,false,LHR,Europe,London,205,6.91
140.238.99.26,8880,8880,false,LHR,Europe,London,160,6.91
130.162.173.141,8080,8080,false,LHR,Europe,London,180,6.91
155.248.176.183,8880,8880,false,NRT,Asia Pacific,Tokyo,348,6.91
132.145.18.149,2086,2086,false,LHR,Europe,London,225,6.91
138.2.34.62,8080,0,false,KIX,Asia Pacific,Osaka,84,6.91
129.151.65.32,2095,2095,false,LHR,Europe,London,171,6.91
140.238.96.153,8880,8880,false,LHR,Europe,London,196,6.91
140.238.72.242,2053,0,true,LHR,Europe,London,169,6.91
152.67.150.187,8880,8880,false,LHR,Europe,London,173,6.91
129.151.95.53,80,80,false,LHR,Europe,London,172,6.91
130.61.231.139,2053,0,true,FRA,Europe,Frankfurt,364,6.90
141.147.145.158,8880,0,false,KIX,Asia Pacific,Osaka,77,6.90
129.151.86.27,2095,2095,false,LHR,Europe,London,172,6.90
152.67.148.56,8080,8080,false,LHR,Europe,London,158,6.90
132.145.47.36,8443,0,true,LHR,Europe,London,178,6.90
138.2.168.243,2052,0,false,FRA,Europe,Frankfurt,177,6.90
132.145.24.209,2095,2095,false,LHR,Europe,London,177,6.90
143.47.240.47,2052,2052,false,LHR,Europe,London,257,6.90
158.180.79.192,2096,0,true,ICN,Asia Pacific,Seoul,81,6.90
140.238.71.53,2095,2095,false,LHR,Europe,London,174,6.90
141.147.116.18,80,0,false,LHR,Europe,London,159,6.90
140.238.92.0,8080,8080,false,LHR,Europe,London,171,6.90
140.238.73.54,2083,0,true,LHR,Europe,London,201,6.90
141.147.15.212,443,0,true,FRA,Europe,Frankfurt,353,6.90
141.147.154.64,8880,0,false,KIX,Asia Pacific,Osaka,85,6.90
140.238.79.200,8880,8880,false,LHR,Europe,London,160,6.90
130.61.86.36,2082,0,false,FRA,Europe,Frankfurt,158,6.90
143.47.240.238,2052,2052,false,LHR,Europe,London,160,6.90
140.238.84.78,80,80,false,LHR,Europe,London,183,6.90
129.151.67.57,2083,0,true,LHR,Europe,London,171,6.90
130.61.26.181,8080,8080,false,FRA,Europe,Frankfurt,159,6.90
140.238.97.0,80,80,false,LHR,Europe,London,177,6.90
130.162.189.239,2082,2082,false,LHR,Europe,London,160,6.90
140.238.89.164,2082,2082,false,LHR,Europe,London,170,6.90
152.70.82.154,2087,0,true,KIX,Asia Pacific,Osaka,99,6.90
129.151.85.250,8443,0,true,LHR,Europe,London,177,6.90
129.151.76.25,2096,0,true,LHR,Europe,London,227,6.90
64.110.96.180,2053,0,true,NRT,Asia Pacific,Tokyo,142,6.90
130.162.183.77,2096,0,true,LHR,Europe,London,181,6.90
132.226.135.178,2086,2086,false,LHR,Europe,London,187,6.90
129.151.91.164,2053,0,true,LHR,Europe,London,173,6.90
140.238.76.13,8880,8880,false,LHR,Europe,London,164,6.90
141.147.85.211,2096,0,true,LHR,Europe,London,243,6.90
140.238.79.201,8880,8880,false,LHR,Europe,London,177,6.90
152.67.134.227,2086,2086,false,LHR,Europe,London,159,6.90
89.168.116.1,8880,8880,false,FRA,Europe,Frankfurt,336,6.90
141.147.102.203,2095,2095,false,LHR,Europe,London,164,6.90
140.238.77.240,2082,2082,false,LHR,Europe,London,245,6.90
152.67.149.102,80,80,false,LHR,Europe,London,176,6.90
129.151.95.53,2082,2082,false,LHR,Europe,London,171,6.89
132.226.131.38,2095,2095,false,LHR,Europe,London,183,6.89
143.47.241.216,443,80,true,LHR,Europe,London,172,6.89
140.238.76.13,8443,0,true,LHR,Europe,London,191,6.89
129.154.198.61,2096,0,true,NRT,Asia Pacific,Tokyo,107,6.89
141.147.23.223,2053,0,true,FRA,Europe,Frankfurt,374,6.89
132.145.24.209,2086,2086,false,LHR,Europe,London,178,6.89
143.47.244.60,2082,2082,false,LHR,Europe,London,173,6.89
129.151.75.152,2087,0,true,LHR,Europe,London,171,6.89
140.238.79.231,2053,0,true,LHR,Europe,London,176,6.89
132.145.37.180,2082,2082,false,LHR,Europe,London,205,6.89
140.238.76.172,8443,0,true,LHR,Europe,London,192,6.89
129.154.194.162,8880,8880,false,NRT,Asia Pacific,Tokyo,98,6.89
134.65.57.79,8443,0,true,LHR,Europe,London,172,6.89
141.147.87.227,80,0,false,LHR,Europe,London,173,6.89
134.65.62.80,2087,0,true,LHR,Europe,London,173,6.89
129.151.92.123,2053,0,true,LHR,Europe,London,173,6.89
158.180.49.213,8443,0,true,FRA,Europe,Frankfurt,361,6.89
143.47.244.210,80,80,false,LHR,Europe,London,173,6.89
129.154.215.81,2053,0,true,NRT,Asia Pacific,Tokyo,119,6.89
141.147.65.22,8443,0,true,LHR,Europe,London,198,6.89
140.238.83.97,8443,0,true,LHR,Europe,London,190,6.89
130.61.226.172,8880,0,false,FRA,Europe,Frankfurt,307,6.89
140.238.97.167,2082,2082,false,LHR,Europe,London,237,6.89
141.147.91.219,2095,2095,false,LHR,Europe,London,236,6.89
130.162.190.156,2052,2052,false,LHR,Europe,London,165,6.89
140.238.72.28,2096,0,true,LHR,Europe,London,158,6.89
130.61.169.214,443,0,true,FRA,Europe,Frankfurt,398,6.89
64.110.97.10,8080,0,false,KIX,Asia Pacific,Osaka,76,6.89
132.145.50.155,2087,0,true,LHR,Europe,London,231,6.89
140.238.213.219,8443,0,true,MXP,Europe,Milan,173,6.89
132.145.30.253,8080,8080,false,LHR,Europe,London,196,6.89
130.162.187.103,2082,2082,false,LHR,Europe,London,174,6.89
141.147.108.150,2052,2052,false,LHR,Europe,London,177,6.89
129.151.69.222,2087,0,true,LHR,Europe,London,172,6.89
152.67.132.204,8880,8880,false,LHR,Europe,London,217,6.89
130.162.163.139,8443,0,true,LHR,Europe,London,192,6.89
132.145.30.189,80,80,false,LHR,Europe,London,177,6.88
140.238.73.95,2083,0,true,LHR,Europe,London,170,6.88
140.238.93.145,2087,0,true,LHR,Europe,London,164,6.88
193.122.56.33,2053,0,true,FRA,Europe,Frankfurt,151,6.88
132.145.21.29,80,80,false,LHR,Europe,London,191,6.88
129.151.76.250,2083,0,true,LHR,Europe,London,176,6.88
141.147.149.28,8080,0,false,KIX,Asia Pacific,Osaka,87,6.88
130.162.140.212,2053,0,true,NRT,Asia Pacific,Tokyo,100,6.88
134.65.60.180,2083,0,true,LHR,Europe,London,171,6.88
158.180.90.171,2095,2095,false,NRT,Asia Pacific,Tokyo,113,6.88
141.144.247.217,2052,2052,false,FRA,Europe,Frankfurt,172,6.88
64.110.105.238,2086,2086,false,NRT,Asia Pacific,Tokyo,91,6.88
141.147.94.224,2052,0,false,LHR,Europe,London,183,6.88
141.147.82.54,2096,0,true,LHR,Europe,London,186,6.88
143.47.240.238,2082,2082,false,LHR,Europe,London,160,6.88
132.145.22.125,2086,0,false,LHR,Europe,London,171,6.88
143.47.233.241,2086,2086,false,LHR,Europe,London,161,6.88
130.162.165.43,2095,2095,false,LHR,Europe,London,193,6.88
143.47.239.247,8880,0,false,LHR,Europe,London,174,6.88
140.238.91.26,2082,2082,false,LHR,Europe,London,158,6.88
138.2.178.68,443,0,true,FRA,Europe,Frankfurt,152,6.88
150.230.7.61,80,0,false,KIX,Asia Pacific,Osaka,75,6.88
132.145.20.168,2052,2052,false,LHR,Europe,London,160,6.88
140.238.78.13,2095,2095,false,LHR,Europe,London,174,6.88
158.180.49.213,8080,0,false,FRA,Europe,Frankfurt,164,6.88
140.238.76.73,2087,0,true,LHR,Europe,London,196,6.88
140.238.98.146,2053,0,true,LHR,Europe,London,167,6.88
140.238.79.7,80,80,false,LHR,Europe,London,160,6.88
134.65.57.217,2096,0,true,LHR,Europe,London,174,6.88
140.238.79.255,2082,2082,false,LHR,Europe,London,190,6.88
129.154.199.36,80,80,false,NRT,Asia Pacific,Tokyo,107,6.88
158.180.66.96,2082,2082,false,NRT,Asia Pacific,Tokyo,113,6.88
129.151.75.152,2095,2095,false,LHR,Europe,London,172,6.88
141.147.82.54,2087,0,true,LHR,Europe,London,236,6.88
140.238.78.251,2086,2086,false,LHR,Europe,London,159,6.88
140.238.89.171,2052,2052,false,LHR,Europe,London,160,6.88
140.238.98.180,2082,2082,false,LHR,Europe,London,219,6.88
141.147.102.162,2095,2095,false,LHR,Europe,London,162,6.88
130.61.243.81,2053,0,true,FRA,Europe,Frankfurt,168,6.88
129.151.72.68,2087,0,true,LHR,Europe,London,194,6.88
140.238.77.43,2053,0,true,LHR,Europe,London,241,6.88
158.180.80.217,2087,0,true,NRT,Asia Pacific,Tokyo,153,6.88
143.47.233.19,2053,0,true,LHR,Europe,London,182,6.88
140.238.79.50,2082,2082,false,LHR,Europe,London,174,6.88
132.145.28.149,2052,2052,false,LHR,Europe,London,181,6.88
152.67.212.200,2053,0,true,NRT,Asia Pacific,Tokyo,118,6.88
140.238.72.242,2052,2052,false,LHR,Europe,London,177,6.87
140.238.85.130,8080,8080,false,LHR,Europe,London,160,6.87
134.65.56.121,2053,0,true,LHR,Europe,London,171,6.87
146.56.133.119,443,80,true,NRT,Asia Pacific,Tokyo,68,6.87
138.2.51.117,8880,0,false,KIX,Asia Pacific,Osaka,82,6.87
158.180.40.27,2096,0,true,FRA,Europe,Frankfurt,232,6.87
132.145.30.56,2052,2052,false,LHR,Europe,London,183,6.87
140.238.73.198,8443,0,true,LHR,Europe,London,195,6.87
129.151.95.151,2087,0,true,LHR,Europe,London,180,6.87
152.67.150.0,2053,0,true,LHR,Europe,London,264,6.87
130.162.182.35,2086,2086,false,LHR,Europe,London,161,6.87
132.145.31.226,2052,2052,false,LHR,Europe,London,177,6.87
130.61.106.24,8080,8080,false,FRA,Europe,Frankfurt,153,6.87
168.138.46.111,2096,0,true,KIX,Asia Pacific,Osaka,95,6.87
152.67.150.187,2095,2095,false,LHR,Europe,London,159,6.87
152.67.141.3,2095,2095,false,LHR,Europe,London,198,6.87
132.226.134.7,2096,0,true,LHR,Europe,London,228,6.87
141.147.105.136,2095,0,false,LHR,Europe,London,161,6.87
132.145.25.103,80,80,false,LHR,Europe,London,184,6.87
140.238.99.247,2053,0,true,LHR,Europe,London,161,6.87
141.147.70.218,80,80,false,LHR,Europe,London,173,6.87
130.61.106.24,2052,0,false,FRA,Europe,Frankfurt,188,6.87
140.238.78.9,80,80,false,LHR,Europe,London,186,6.87
141.144.248.40,8080,8080,false,FRA,Europe,Frankfurt,175,6.87
152.67.146.81,2052,2052,false,LHR,Europe,London,161,6.87
134.65.57.217,2083,0,true,LHR,Europe,London,173,6.87
129.151.67.18,2096,0,true,LHR,Europe,London,172,6.87
129.154.223.164,80,80,false,NRT,Asia Pacific,Tokyo,107,6.87
129.151.87.216,2082,2082,false,LHR,Europe,London,173,6.87
141.147.90.75,8880,0,false,LHR,Europe,London,160,6.87
130.61.143.10,443,0,true,FRA,Europe,Frankfurt,429,6.87
132.145.27.182,2082,2082,false,LHR,Europe,London,161,6.87
141.147.106.92,2095,2095,false,LHR,Europe,London,234,6.87
143.47.255.230,443,80,true,LHR,Europe,London,167,6.87
152.67.207.138,8443,0,true,NRT,Asia Pacific,Tokyo,114,6.87
129.151.73.74,8443,0,true,LHR,Europe,London,236,6.87
140.238.72.40,2082,2082,false,LHR,Europe,London,162,6.87
132.145.21.107,443,80,true,LHR,Europe,London,159,6.87
130.162.182.35,80,80,false,LHR,Europe,London,191,6.87
130.61.129.77,2096,0,true,FRA,Europe,Frankfurt,332,6.87
64.110.100.253,2087,0,true,KIX,Asia Pacific,Osaka,136,6.87
138.2.162.219,2087,0,true,FRA,Europe,Frankfurt,154,6.87
168.138.45.139,2087,0,true,KIX,Asia Pacific,Osaka,127,6.87
152.70.95.186,2095,2095,false,NRT,Asia Pacific,Tokyo,113,6.87
140.238.91.33,8880,8880,false,LHR,Europe,London,160,6.87
140.238.86.246,8080,8080,false,LHR,Europe,London,183,6.86
64.110.106.181,2095,0,false,KIX,Asia Pacific,Osaka,89,6.86
89.168.100.10,2086,0,false,FRA,Europe,Frankfurt,159,6.86
144.24.77.119,2052,2052,false,NRT,Asia Pacific,Tokyo,113,6.86
152.67.149.126,2095,2095,false,LHR,Europe,London,236,6.86
140.238.76.39,2095,2095,false,LHR,Europe,London,196,6.86
140.238.67.43,8880,8880,false,LHR,Europe,London,183,6.86
130.162.170.90,2082,2082,false,LHR,Europe,London,174,6.86
140.238.78.176,8880,8880,false,LHR,Europe,London,160,6.86
140.238.89.171,2082,2082,false,LHR,Europe,London,159,6.86
131.186.18.33,2096,0,true,NRT,Asia Pacific,Tokyo,109,6.86
64.110.106.236,8443,0,true,KIX,Asia Pacific,Osaka,78,6.86
132.145.63.200,443,80,true,LHR,Europe,London,161,6.86
140.238.91.57,2095,0,false,LHR,Europe,London,182,6.86
141.147.94.16,8880,8880,false,LHR,Europe,London,190,6.86
158.180.67.66,2053,0,true,NRT,Asia Pacific,Tokyo,116,6.86
132.145.22.125,80,80,false,LHR,Europe,London,184,6.86
140.238.70.132,2082,2082,false,LHR,Europe,London,159,6.86
129.151.69.226,8443,0,true,LHR,Europe,London,172,6.86
143.47.237.234,80,80,false,LHR,Europe,London,183,6.86
140.238.77.173,8443,0,true,LHR,Europe,London,177,6.86
140.238.72.183,8443,0,true,LHR,Europe,London,171,6.86
134.65.60.246,8443,0,true,LHR,Europe,London,171,6.86
152.67.143.214,2086,2086,false,LHR,Europe,London,161,6.86
132.145.17.240,2095,2095,false,LHR,Europe,London,183,6.86
64.110.103.15,2083,0,true,KIX,Asia Pacific,Osaka,124,6.86
140.238.84.78,8880,8880,false,LHR,Europe,London,190,6.86
140.238.77.98,2087,0,true,LHR,Europe,London,190,6.86
140.238.99.107,443,80,true,LHR,Europe,London,297,6.86
143.47.237.234,2087,0,true,LHR,Europe,London,174,6.86
134.65.56.121,2096,0,true,LHR,Europe,London,173,6.86
152.70.95.186,8443,8443,true,NRT,Asia Pacific,Tokyo,105,6.86
140.83.61.237,2087,0,true,KIX,Asia Pacific,Osaka,93,6.86
140.238.73.135,2083,0,true,LHR,Europe,London,216,6.86
141.147.85.152,2082,2082,false,LHR,Europe,London,236,6.86
158.180.93.149,8880,8880,false,NRT,Asia Pacific,Tokyo,120,6.86
129.154.192.233,2082,2082,false,NRT,Asia Pacific,Tokyo,106,6.86
152.67.146.81,2082,2082,false,LHR,Europe,London,177,6.86
129.154.194.209,2083,2083,true,NRT,Asia Pacific,Tokyo,101,6.85
143.47.227.186,2053,0,true,LHR,Europe,London,198,6.85
141.147.107.134,2052,2052,false,LHR,Europe,London,159,6.85
140.238.73.135,8443,0,true,LHR,Europe,London,173,6.85
132.145.17.240,80,80,false,LHR,Europe,London,181,6.85
140.238.78.122,8080,8080,false,LHR,Europe,London,160,6.85
158.180.40.189,2082,2082,false,FRA,Europe,Frankfurt,345,6.85
129.154.198.61,2082,2082,false,NRT,Asia Pacific,Tokyo,115,6.85
143.47.229.24,8080,8080,false,LHR,Europe,London,183,6.85
140.238.91.128,2052,2052,false,LHR,Europe,London,191,6.85
140.238.79.112,2095,2095,false,LHR,Europe,London,161,6.85
132.145.30.120,8080,8080,false,LHR,Europe,London,191,6.85
130.162.153.36,2053,0,true,NRT,Asia Pacific,Tokyo,220,6.85
132.145.20.168,80,80,false,LHR,Europe,London,191,6.85
158.180.56.14,443,80,true,FRA,Europe,Frankfurt,376,6.85
140.83.48.81,2083,0,true,KIX,Asia Pacific,Osaka,90,6.85
